Grid_X,Grid_Y,Total_Points,Threads,Iter,Interp,Mover,Total
500,200,14000000,8,4,0.346025,0.039857,0.385882
500,200,14000000,8,5,0.345906,0.039879,0.385784
500,200,14000000,8,6,0.346461,0.039807,0.386267
500,200,14000000,8,7,0.345949,0.039759,0.385708
500,200,14000000,8,8,0.346753,0.039809,0.386562
500,200,14000000,8,9,0.345926,0.039811,0.385738
500,200,14000000,8,10,0.345965,0.039875,0.38584
500,200,14000000,16,1,0.34587,0.035845,0.381715
500,200,14000000,16,2,0.346486,0.037109,0.383595
500,200,14000000,16,3,0.34621,0.034797,0.381007
500,200,14000000,16,4,0.346128,0.03213,0.378257
500,200,14000000,16,5,0.346683,0.032255,0.378938
500,200,14000000,16,6,0.346805,0.034822,0.381627
500,200,14000000,16,7,0.347318,0.03559,0.382908
500,200,14000000,16,8,0.345602,0.037346,0.382949
500,200,14000000,16,9,0.345566,0.031889,0.377454
500,200,14000000,16,10,0.346015,0.031972,0.377987
1000,400,14000000,1,1,0.446038,0.270504,0.716542
1000,400,14000000,1,2,0.369805,0.253888,0.623693
1000,400,14000000,1,3,0.364127,0.253242,0.617369
1000,400,14000000,1,4,0.39878,0.254348,0.653128
1000,400,14000000,1,5,0.444884,0.269705,0.714589
1000,400,14000000,1,6,0.587041,0.271439,0.85848
1000,400,14000000,1,7,0.58722,0.269286,0.856506
1000,400,14000000,1,8,0.584946,0.269167,0.854113
1000,400,14000000,1,9,0.588477,0.269257,0.857734
1000,400,14000000,1,10,0.585751,0.270358,0.856109
1000,400,14000000,2,1,0.589551,0.139538,0.729089
1000,400,14000000,2,2,0.589474,0.139206,0.72868
1000,400,14000000,2,3,0.588648,0.139328,0.727976
1000,400,14000000,2,4,0.588131,0.139192,0.727323
1000,400,14000000,2,5,0.586753,0.139087,0.72584
1000,400,14000000,2,6,0.581817,0.139376,0.721193
1000,400,14000000,2,7,0.588276,0.139044,0.727321
1000,400,14000000,2,8,0.591343,0.139412,0.730755
1000,400,14000000,2,9,0.588295,0.139175,0.72747
1000,400,14000000,2,10,0.588102,0.139196,0.727297
1000,400,14000000,4,1,0.589566,0.070036,0.659602
1000,400,14000000,4,2,0.589873,0.069769,0.659642
1000,400,14000000,4,3,0.591408,0.069887,0.661295
1000,400,14000000,4,4,0.587956,0.069899,0.657855
1000,400,14000000,4,5,0.588382,0.069968,0.65835
1000,400,14000000,4,6,0.589584,0.069875,0.659459
1000,400,14000000,4,7,0.587879,0.069818,0.657697
1000,400,14000000,4,8,0.588477,0.069977,0.658455
1000,400,14000000,4,9,0.591801,0.069952,0.661753
1000,400,14000000,4,10,0.363822,0.069505,0.433327
1000,400,14000000,8,1,0.363422,0.041675,0.405096
1000,400,14000000,8,2,0.363266,0.041683,0.404949
1000,400,14000000,8,3,0.363509,0.041618,0.405127
1000,400,14000000,8,4,0.363364,0.041731,0.405095
1000,400,14000000,8,5,0.363507,0.041852,0.405359
1000,400,14000000,8,6,0.363904,0.041978,0.405882
1000,400,14000000,8,7,0.363392,0.041675,0.405067
1000,400,14000000,8,8,0.363912,0.041574,0.405486
1000,400,14000000,8,9,0.363666,0.041633,0.405299
1000,400,14000000,8,10,0.363686,0.041894,0.405579
1000,400,14000000,16,1,0.362855,0.038551,0.401405
1000,400,14000000,16,2,0.362066,0.033582,0.395648
1000,400,14000000,16,3,0.360377,0.032864,0.393241
1000,400,14000000,16,4,0.360629,0.038991,0.399621
1000,400,14000000,16,5,0.362853,0.03946,0.402313
1000,400,14000000,16,6,0.363485,0.032604,0.396089
1000,400,14000000,16,7,0.36442,0.041587,0.406006
1000,400,14000000,16,8,0.362577,0.040227,0.402804
1000,400,14000000,16,9,0.361683,0.033171,0.394854
1000,400,14000000,16,10,0.362473,0.039033,0.401506
